1,2,Organism
FBgn0026314,ENSG00000241119,dmelanogaster
FBgn0026315,ENSG00000241119,dmelanogaster
FBgn0039086,ENSG00000241119,dmelanogaster
FBgn0039087,ENSG00000241119,dmelanogaster
FBgn0039085,ENSG00000241119,dmelanogaster
FBgn0040252,ENSG00000241119,dmelanogaster
FBgn0040250,ENSG00000241119,dmelanogaster
FBgn0040259,ENSG00000241119,dmelanogaster
FBgn0040257,ENSG00000241119,dmelanogaster
FBgn0040251,ENSG00000241119,dmelanogaster
FBgn0036842,ENSG00000241119,dmelanogaster
FBgn0040262,ENSG00000241119,dmelanogaster
FBgn0026754,ENSG00000241119,dmelanogaster
FBgn0040261,ENSG00000241119,dmelanogaster
FBgn0038082,ENSG00000241119,dmelanogaster
FBgn0038083,ENSG00000241119,dmelanogaster
FBgn0026756,ENSG00000241119,dmelanogaster
FBgn0026755,ENSG00000241119,dmelanogaster
FBgn0040260,ENSG00000241119,dmelanogaster
FBgn0031887,ENSG00000241119,dmelanogaster
FBgn0042179,ENSG00000241119,dmelanogaster
FBgn0038886,ENSG00000241119,dmelanogaster
FBgn0034605,ENSG00000241119,dmelanogaster
FBgn0027073,ENSG00000241119,dmelanogaster
FBgn0032713,ENSG00000241635,dmelanogaster
FBgn0027070,ENSG00000241635,dmelanogaster
FBgn0027074,ENSG00000241635,dmelanogaster
FBgn0015663,ENSG00000241635,dmelanogaster
FBgn0040255,ENSG00000241635,dmelanogaster
FBgn0040253,ENSG00000241635,dmelanogaster
FBgn0051002,ENSG00000241635,dmelanogaster
FBgn0026314,ENSG00000241635,dmelanogaster
FBgn0026315,ENSG00000241635,dmelanogaster
FBgn0039086,ENSG00000241635,dmelanogaster
FBgn0039087,ENSG00000241635,dmelanogaster
FBgn0039085,ENSG00000241635,dmelanogaster
FBgn0040252,ENSG00000241635,dmelanogaster
FBgn0040250,ENSG00000241635,dmelanogaster
FBgn0040259,ENSG00000241635,dmelanogaster
FBgn0040257,ENSG00000241635,dmelanogaster
FBgn0040251,ENSG00000241635,dmelanogaster
FBgn0036842,ENSG00000241635,dmelanogaster
FBgn0040262,ENSG00000241635,dmelanogaster
FBgn0026754,ENSG00000241635,dmelanogaster
FBgn0040261,ENSG00000241635,dmelanogaster
FBgn0038082,ENSG00000241635,dmelanogaster
FBgn0038083,ENSG00000241635,dmelanogaster
FBgn0026756,ENSG00000241635,dmelanogaster
FBgn0026755,ENSG00000241635,dmelanogaster
FBgn0040260,ENSG00000241635,dmelanogaster
FBgn0031887,ENSG00000241635,dmelanogaster
FBgn0042179,ENSG00000241635,dmelanogaster
FBgn0038886,ENSG00000241635,dmelanogaster
FBgn0034605,ENSG00000241635,dmelanogaster
FBgn0027073,ENSG00000241635,dmelanogaster
FBgn0032713,ENSG00000242366,dmelanogaster
FBgn0027070,ENSG00000242366,dmelanogaster
FBgn0027074,ENSG00000242366,dmelanogaster
FBgn0015663,ENSG00000242366,dmelanogaster
FBgn0040255,ENSG00000242366,dmelanogaster
FBgn0040253,ENSG00000242366,dmelanogaster
FBgn0051002,ENSG00000242366,dmelanogaster
FBgn0026314,ENSG00000242366,dmelanogaster
FBgn0026315,ENSG00000242366,dmelanogaster
FBgn0039086,ENSG00000242366,dmelanogaster
FBgn0039087,ENSG00000242366,dmelanogaster
FBgn0039085,ENSG00000242366,dmelanogaster
FBgn0040252,ENSG00000242366,dmelanogaster
FBgn0040250,ENSG00000242366,dmelanogaster
FBgn0040259,ENSG00000242366,dmelanogaster
FBgn0040257,ENSG00000242366,dmelanogaster
FBgn0040251,ENSG00000242366,dmelanogaster
FBgn0036842,ENSG00000242366,dmelanogaster
FBgn0040262,ENSG00000242366,dmelanogaster
FBgn0026754,ENSG00000242366,dmelanogaster
FBgn0040261,ENSG00000242366,dmelanogaster
FBgn0038082,ENSG00000242366,dmelanogaster
FBgn0038083,ENSG00000242366,dmelanogaster
FBgn0026756,ENSG00000242366,dmelanogaster
FBgn0026755,ENSG00000242366,dmelanogaster
FBgn0040260,ENSG00000242366,dmelanogaster
FBgn0031887,ENSG00000242366,dmelanogaster
FBgn0042179,ENSG00000242366,dmelanogaster
FBgn0038886,ENSG00000242366,dmelanogaster
FBgn0034605,ENSG00000242366,dmelanogaster
FBgn0027073,ENSG00000242366,dmelanogaster
FBgn0032713,ENSG00000242515,dmelanogaster
FBgn0027070,ENSG00000242515,dmelanogaster
FBgn0027074,ENSG00000242515,dmelanogaster
FBgn0015663,ENSG00000242515,dmelanogaster
FBgn0040255,ENSG00000242515,dmelanogaster
FBgn0040253,ENSG00000242515,dmelanogaster
FBgn0051002,ENSG00000242515,dmelanogaster
FBgn0026314,ENSG00000242515,dmelanogaster
FBgn0026315,ENSG00000242515,dmelanogaster
FBgn0039086,ENSG00000242515,dmelanogaster
FBgn0039087,ENSG00000242515,dmelanogaster
FBgn0039085,ENSG00000242515,dmelanogaster
FBgn0040252,ENSG00000242515,dmelanogaster
FBgn0040250,ENSG00000242515,dmelanogaster
FBgn0040259,ENSG00000242515,dmelanogaster
FBgn0040257,ENSG00000242515,dmelanogaster
FBgn0040251,ENSG00000242515,dmelanogaster
FBgn0036842,ENSG00000242515,dmelanogaster
FBgn0040262,ENSG00000242515,dmelanogaster
FBgn0026754,ENSG00000242515,dmelanogaster
FBgn0040261,ENSG00000242515,dmelanogaster
FBgn0038082,ENSG00000242515,dmelanogaster
FBgn0038083,ENSG00000242515,dmelanogaster
FBgn0026756,ENSG00000242515,dmelanogaster
FBgn0026755,ENSG00000242515,dmelanogaster
FBgn0040260,ENSG00000242515,dmelanogaster
FBgn0031887,ENSG00000242515,dmelanogaster
FBgn0042179,ENSG00000242515,dmelanogaster
FBgn0038886,ENSG00000242515,dmelanogaster
FBgn0034605,ENSG00000242515,dmelanogaster
FBgn0027073,ENSG00000242515,dmelanogaster
FBgn0032713,ENSG00000244122,dmelanogaster
FBgn0027070,ENSG00000244122,dmelanogaster
FBgn0027074,ENSG00000244122,dmelanogaster
FBgn0015663,ENSG00000244122,dmelanogaster
FBgn0040255,ENSG00000244122,dmelanogaster
FBgn0040253,ENSG00000244122,dmelanogaster
FBgn0051002,ENSG00000244122,dmelanogaster
FBgn0026314,ENSG00000244122,dmelanogaster
FBgn0026315,ENSG00000244122,dmelanogaster
FBgn0039086,ENSG00000244122,dmelanogaster
FBgn0039087,ENSG00000244122,dmelanogaster
FBgn0039085,ENSG00000244122,dmelanogaster
FBgn0040252,ENSG00000244122,dmelanogaster
FBgn0040250,ENSG00000244122,dmelanogaster
FBgn0040259,ENSG00000244122,dmelanogaster
FBgn0040257,ENSG00000244122,dmelanogaster
FBgn0040251,ENSG00000244122,dmelanogaster
FBgn0036842,ENSG00000244122,dmelanogaster
FBgn0040262,ENSG00000244122,dmelanogaster
FBgn0026754,ENSG00000244122,dmelanogaster
FBgn0040261,ENSG00000244122,dmelanogaster
FBgn0038082,ENSG00000244122,dmelanogaster
FBgn0038083,ENSG00000244122,dmelanogaster
FBgn0026756,ENSG00000244122,dmelanogaster
FBgn0026755,ENSG00000244122,dmelanogaster
FBgn0040260,ENSG00000244122,dmelanogaster
FBgn0031887,ENSG00000244122,dmelanogaster
FBgn0042179,ENSG00000244122,dmelanogaster
FBgn0038886,ENSG00000244122,dmelanogaster
FBgn0034605,ENSG00000244122,dmelanogaster
FBgn0027073,ENSG00000244122,dmelanogaster
FBgn0032713,ENSG00000244474,dmelanogaster
FBgn0027070,ENSG00000244474,dmelanogaster
FBgn0027074,ENSG00000244474,dmelanogaster
FBgn0015663,ENSG00000244474,dmelanogaster
FBgn0040255,ENSG00000244474,dmelanogaster
FBgn0040253,ENSG00000244474,dmelanogaster
FBgn0051002,ENSG00000244474,dmelanogaster
FBgn0026314,ENSG00000244474,dmelanogaster
FBgn0026315,ENSG00000244474,dmelanogaster
FBgn0039086,ENSG00000244474,dmelanogaster
FBgn0039087,ENSG00000244474,dmelanogaster
FBgn0039085,ENSG00000244474,dmelanogaster
FBgn0040252,ENSG00000244474,dmelanogaster
FBgn0040250,ENSG00000244474,dmelanogaster
FBgn0040259,ENSG00000244474,dmelanogaster
FBgn0040257,ENSG00000244474,dmelanogaster
FBgn0040251,ENSG00000244474,dmelanogaster
FBgn0036842,ENSG00000244474,dmelanogaster
FBgn0040262,ENSG00000244474,dmelanogaster
FBgn0026754,ENSG00000244474,dmelanogaster
FBgn0040261,ENSG00000244474,dmelanogaster
FBgn0038082,ENSG00000244474,dmelanogaster
FBgn0038083,ENSG00000244474,dmelanogaster
FBgn0026756,ENSG00000244474,dmelanogaster
FBgn0026755,ENSG00000244474,dmelanogaster
FBgn0040260,ENSG00000244474,dmelanogaster
FBgn0031887,ENSG00000244474,dmelanogaster
FBgn0042179,ENSG00000244474,dmelanogaster
FBgn0038886,ENSG00000244474,dmelanogaster
FBgn0034605,ENSG00000244474,dmelanogaster
FBgn0027073,ENSG00000244474,dmelanogaster
FBgn0265052,ENSG00000261052,dmelanogaster
FBgn0034887,ENSG00000261052,dmelanogaster
FBgn0033887,ENSG00000261052,dmelanogaster
FBgn0032713,ENSG00000271271,dmelanogaster
FBgn0027070,ENSG00000271271,dmelanogaster
FBgn0027074,ENSG00000271271,dmelanogaster
FBgn0015663,ENSG00000271271,dmelanogaster
FBgn0040255,ENSG00000271271,dmelanogaster
FBgn0040253,ENSG00000271271,dmelanogaster
FBgn0051002,ENSG00000271271,dmelanogaster
FBgn0026314,ENSG00000271271,dmelanogaster
FBgn0026315,ENSG00000271271,dmelanogaster
FBgn0039086,ENSG00000271271,dmelanogaster
FBgn0039087,ENSG00000271271,dmelanogaster
FBgn0039085,ENSG00000271271,dmelanogaster
FBgn0040252,ENSG00000271271,dmelanogaster
FBgn0040250,ENSG00000271271,dmelanogaster
FBgn0040259,ENSG00000271271,dmelanogaster
FBgn0040257,ENSG00000271271,dmelanogaster
FBgn0040251,ENSG00000271271,dmelanogaster
FBgn0036842,ENSG00000271271,dmelanogaster
FBgn0040262,ENSG00000271271,dmelanogaster
FBgn0026754,ENSG00000271271,dmelanogaster
FBgn0040261,ENSG00000271271,dmelanogaster
FBgn0038082,ENSG00000271271,dmelanogaster
FBgn0038083,ENSG00000271271,dmelanogaster
FBgn0026756,ENSG00000271271,dmelanogaster
FBgn0026755,ENSG00000271271,dmelanogaster
FBgn0040260,ENSG00000271271,dmelanogaster
FBgn0031887,ENSG00000271271,dmelanogaster
FBgn0042179,ENSG00000271271,dmelanogaster
FBgn0038886,ENSG00000271271,dmelanogaster
FBgn0034605,ENSG00000271271,dmelanogaster
FBgn0027073,ENSG00000271271,dmelanogaster
FBgn0265052,ENSG00000288656,dmelanogaster
FBgn0034887,ENSG00000288656,dmelanogaster
FBgn0033887,ENSG00000288656,dmelanogaster
FBgn0032713,ENSG00000288702,dmelanogaster
FBgn0027070,ENSG00000288702,dmelanogaster
FBgn0027074,ENSG00000288702,dmelanogaster
FBgn0015663,ENSG00000288702,dmelanogaster
FBgn0040255,ENSG00000288702,dmelanogaster
FBgn0040253,ENSG00000288702,dmelanogaster
FBgn0051002,ENSG00000288702,dmelanogaster
FBgn0026314,ENSG00000288702,dmelanogaster
FBgn0026315,ENSG00000288702,dmelanogaster
FBgn0039086,ENSG00000288702,dmelanogaster
FBgn0039087,ENSG00000288702,dmelanogaster
FBgn0039085,ENSG00000288702,dmelanogaster
FBgn0040252,ENSG00000288702,dmelanogaster
FBgn0040250,ENSG00000288702,dmelanogaster
FBgn0040259,ENSG00000288702,dmelanogaster
FBgn0040257,ENSG00000288702,dmelanogaster
FBgn0040251,ENSG00000288702,dmelanogaster
FBgn0036842,ENSG00000288702,dmelanogaster
FBgn0040262,ENSG00000288702,dmelanogaster
FBgn0026754,ENSG00000288702,dmelanogaster
FBgn0040261,ENSG00000288702,dmelanogaster
FBgn0038082,ENSG00000288702,dmelanogaster
FBgn0038083,ENSG00000288702,dmelanogaster
FBgn0026756,ENSG00000288702,dmelanogaster
FBgn0026755,ENSG00000288702,dmelanogaster
FBgn0040260,ENSG00000288702,dmelanogaster
FBgn0031887,ENSG00000288702,dmelanogaster
FBgn0042179,ENSG00000288702,dmelanogaster
FBgn0038886,ENSG00000288702,dmelanogaster
FBgn0034605,ENSG00000288702,dmelanogaster
FBgn0027073,ENSG00000288702,dmelanogaster
FBgn0032713,ENSG00000288705,dmelanogaster
FBgn0027070,ENSG00000288705,dmelanogaster
FBgn0027074,ENSG00000288705,dmelanogaster
FBgn0015663,ENSG00000288705,dmelanogaster
FBgn0040255,ENSG00000288705,dmelanogaster
FBgn0040253,ENSG00000288705,dmelanogaster
FBgn0051002,ENSG00000288705,dmelanogaster
FBgn0026314,ENSG00000288705,dmelanogaster
FBgn0026315,ENSG00000288705,dmelanogaster
FBgn0039086,ENSG00000288705,dmelanogaster
FBgn0039087,ENSG00000288705,dmelanogaster
FBgn0039085,ENSG00000288705,dmelanogaster
FBgn0040252,ENSG00000288705,dmelanogaster
FBgn0040250,ENSG00000288705,dmelanogaster
FBgn0040259,ENSG00000288705,dmelanogaster
FBgn0040257,ENSG00000288705,dmelanogaster
FBgn0040251,ENSG00000288705,dmelanogaster
FBgn0036842,ENSG00000288705,dmelanogaster
FBgn0040262,ENSG00000288705,dmelanogaster
FBgn0026754,ENSG00000288705,dmelanogaster
FBgn0040261,ENSG00000288705,dmelanogaster
FBgn0038082,ENSG00000288705,dmelanogaster
FBgn0038083,ENSG00000288705,dmelanogaster
FBgn0026756,ENSG00000288705,dmelanogaster
FBgn0026755,ENSG00000288705,dmelanogaster
FBgn0040260,ENSG00000288705,dmelanogaster
FBgn0031887,ENSG00000288705,dmelanogaster
FBgn0042179,ENSG00000288705,dmelanogaster
FBgn0038886,ENSG00000288705,dmelanogaster
FBgn0034605,ENSG00000288705,dmelanogaster
FBgn0027073,ENSG00000288705,dmelanogaster
DDB_G0284651,ENSG00000001084,slimemould
DDB_G0280135,ENSG00000038274,slimemould
DDB_G0280881,ENSG00000065621,slimemould
DDB_G0274223,ENSG00000065621,slimemould
DDB_G0271892,ENSG00000065621,slimemould
DDB_G0293840,ENSG00000065621,slimemould
DDB_G0282979,ENSG00000065621,slimemould
DDB_G0293122,ENSG00000065621,slimemould
DDB_G0287793,ENSG00000065621,slimemould
DDB_G0276351,ENSG00000065621,slimemould
DDB_G0279561,ENSG00000066813,slimemould
DDB_G0277815,ENSG00000066813,slimemould
DDB_G0276337,ENSG00000066813,slimemould
DDB_G0276321,ENSG00000066813,slimemould
DDB_G0283575,ENSG00000084207,slimemould
DDB_G0274081,ENSG00000084207,slimemould
DDB_G0272632,ENSG00000084207,slimemould
DDB_G0280317,ENSG00000084207,slimemould
DDB_G0268138,ENSG00000084207,slimemould
DDB_G0274263,ENSG00000084207,slimemould
DDB_G0275501,ENSG00000093010,slimemould
DDB_G0275499,ENSG00000093010,slimemould
DDB_G0271590,ENSG00000093010,slimemould
DDB_G0278155,ENSG00000100577,slimemould
DDB_G0291756,ENSG00000100983,slimemould
DDB_G0278035,ENSG00000101444,slimemould
DDB_G0268652,ENSG00000104331,slimemould
DDB_G0281239,ENSG00000104331,slimemould
DDB_G0288655,ENSG00000109181,slimemould
DDB_G0268184,ENSG00000109181,slimemould
DDB_G0268544,ENSG00000109181,slimemould
DDB_G0268540,ENSG00000109181,slimemould
DDB_G0268018,ENSG00000114779,slimemould
DDB_G0291476,ENSG00000114779,slimemould
DDB_G0283915,ENSG00000114779,slimemould
DDB_G0281927,ENSG00000114779,slimemould
DDB_G0282127,ENSG00000114779,slimemould
DDB_G0292700,ENSG00000114779,slimemould
DDB_G0281917,ENSG00000114779,slimemould
DDB_G0290427,ENSG00000114779,slimemould
DDB_G0277679,ENSG00000114779,slimemould
DDB_G0267632,ENSG00000114779,slimemould
DDB_G0284699,ENSG00000116984,slimemould
DDB_G0267824,ENSG00000124275,slimemould
DDB_G0286727,ENSG00000128965,slimemould
DDB_G0267380,ENSG00000133313,slimemould
DDB_G0267984,ENSG00000133313,slimemould
DDB_G0282881,ENSG00000133313,slimemould
DDB_G0280881,ENSG00000133433,slimemould
DDB_G0274223,ENSG00000133433,slimemould
DDB_G0271892,ENSG00000133433,slimemould
DDB_G0293840,ENSG00000133433,slimemould
DDB_G0282979,ENSG00000133433,slimemould
DDB_G0293122,ENSG00000133433,slimemould
DDB_G0287793,ENSG00000133433,slimemould
DDB_G0276351,ENSG00000133433,slimemould
DDB_G0283575,ENSG00000134184,slimemould
DDB_G0274081,ENSG00000134184,slimemould
DDB_G0272632,ENSG00000134184,slimemould
DDB_G0280317,ENSG00000134184,slimemould
DDB_G0268138,ENSG00000134184,slimemould
DDB_G0274263,ENSG00000134184,slimemould
DDB_G0274081,ENSG00000134201,slimemould
DDB_G0272632,ENSG00000134201,slimemould
DDB_G0280317,ENSG00000134201,slimemould
DDB_G0268138,ENSG00000134201,slimemould
DDB_G0274263,ENSG00000134201,slimemould
DDB_G0274081,ENSG00000134202,slimemould
DDB_G0272632,ENSG00000134202,slimemould
DDB_G0280317,ENSG00000134202,slimemould
DDB_G0268138,ENSG00000134202,slimemould
DDB_G0274263,ENSG00000134202,slimemould
DDB_G0288655,ENSG00000135220,slimemould
DDB_G0268184,ENSG00000135220,slimemould
DDB_G0268544,ENSG00000135220,slimemould
DDB_G0268540,ENSG00000135220,slimemould
DDB_G0288655,ENSG00000135226,slimemould
DDB_G0268184,ENSG00000135226,slimemould
DDB_G0268544,ENSG00000135226,slimemould
DDB_G0268540,ENSG00000135226,slimemould
DDB_G0291029,ENSG00000138801,slimemould
DDB_G0283037,ENSG00000139684,slimemould
DDB_G0290291,ENSG00000143198,slimemould
DDB_G0286727,ENSG00000143942,slimemould
DDB_G0276663,ENSG00000145217,slimemould
DDB_G0288655,ENSG00000145626,slimemould
DDB_G0268184,ENSG00000145626,slimemould
DDB_G0268544,ENSG00000145626,slimemould
DDB_G0268540,ENSG00000145626,slimemould
DDB_G0280881,ENSG00000148834,slimemould
DDB_G0274223,ENSG00000148834,slimemould
DDB_G0271892,ENSG00000148834,slimemould
DDB_G0293840,ENSG00000148834,slimemould
DDB_G0282979,ENSG00000148834,slimemould
DDB_G0293122,ENSG00000148834,slimemould
DDB_G0287793,ENSG00000148834,slimemould
DDB_G0276351,ENSG00000148834,slimemould
DDB_G0291179,ENSG00000151224,slimemould
DDB_G0276663,ENSG00000155850,slimemould
DDB_G0291073,ENSG00000156006,slimemould
DDB_G0277549,ENSG00000156006,slimemould
DDB_G0288509,ENSG00000156006,slimemould
DDB_G0288503,ENSG00000156006,slimemould
DDB_G0287121,ENSG00000156006,slimemould
DDB_G0276993,ENSG00000156006,slimemould
DDB_G0276995,ENSG00000156006,slimemould
DDB_G0288507,ENSG00000156006,slimemould
DDB_G0288655,ENSG00000156096,slimemould
DDB_G0268184,ENSG00000156096,slimemould
DDB_G0268544,ENSG00000156096,slimemould
DDB_G0268540,ENSG00000156096,slimemould
DDB_G0292048,ENSG00000156239,slimemould
DDB_G0269602,ENSG00000157593,slimemould
DDB_G0275663,ENSG00000162813,slimemould
DDB_G0279561,ENSG00000166743,slimemould
DDB_G0277815,ENSG00000166743,slimemould
DDB_G0276337,ENSG00000166743,slimemould
DDB_G0276321,ENSG00000166743,slimemould
DDB_G0288655,ENSG00000167165,slimemould
DDB_G0268184,ENSG00000167165,slimemould
DDB_G0268544,ENSG00000167165,slimemould
DDB_G0268540,ENSG00000167165,slimemould
DDB_G0288655,ENSG00000168671,slimemould
DDB_G0268184,ENSG00000168671,slimemould
DDB_G0268544,ENSG00000168671,slimemould
DDB_G0268540,ENSG00000168671,slimemould
DDB_G0274081,ENSG00000168765,slimemould
DDB_G0272632,ENSG00000168765,slimemould
DDB_G0280317,ENSG00000168765,slimemould
DDB_G0268138,ENSG00000168765,slimemould
DDB_G0274263,ENSG00000168765,slimemould
DDB_G0291179,ENSG00000168906,slimemould
DDB_G0277879,ENSG00000169764,slimemould
DDB_G0283575,ENSG00000170899,slimemould
DDB_G0274081,ENSG00000170899,slimemould
DDB_G0272632,ENSG00000170899,slimemould
DDB_G0280317,ENSG00000170899,slimemould
DDB_G0268138,ENSG00000170899,slimemould
DDB_G0274263,ENSG00000170899,slimemould
DDB_G0288655,ENSG00000171234,slimemould
DDB_G0268184,ENSG00000171234,slimemould
DDB_G0268544,ENSG00000171234,slimemould
DDB_G0268540,ENSG00000171234,slimemould
DDB_G0291073,ENSG00000171428,slimemould
DDB_G0277549,ENSG00000171428,slimemould
DDB_G0288509,ENSG00000171428,slimemould
DDB_G0288503,ENSG00000171428,slimemould
DDB_G0287121,ENSG00000171428,slimemould
DDB_G0276993,ENSG00000171428,slimemould
DDB_G0276995,ENSG00000171428,slimemould
DDB_G0288507,ENSG00000171428,slimemould
DDB_G0285489,ENSG00000173113,slimemould
DDB_G0288655,ENSG00000173610,slimemould
DDB_G0268184,ENSG00000173610,slimemould
DDB_G0268544,ENSG00000173610,slimemould
DDB_G0268540,ENSG00000173610,slimemould
DDB_G0283575,ENSG00000174156,slimemould
DDB_G0274081,ENSG00000174156,slimemould
DDB_G0272632,ENSG00000174156,slimemould
DDB_G0280317,ENSG00000174156,slimemould
DDB_G0268138,ENSG00000174156,slimemould
DDB_G0274263,ENSG00000174156,slimemould
DDB_G0284953,ENSG00000178814,slimemould
DDB_G0283575,ENSG00000182793,slimemould
DDB_G0274081,ENSG00000182793,slimemould
DDB_G0272632,ENSG00000182793,slimemould
DDB_G0280317,ENSG00000182793,slimemould
DDB_G0268138,ENSG00000182793,slimemould
DDB_G0274263,ENSG00000182793,slimemould
DDB_G0279561,ENSG00000183549,slimemould
DDB_G0277815,ENSG00000183549,slimemould
DDB_G0276337,ENSG00000183549,slimemould
DDB_G0276321,ENSG00000183549,slimemould
DDB_G0279561,ENSG00000183747,slimemould
DDB_G0277815,ENSG00000183747,slimemould
DDB_G0276337,ENSG00000183747,slimemould
DDB_G0276321,ENSG00000183747,slimemould
DDB_G0288655,ENSG00000196620,slimemould
DDB_G0268184,ENSG00000196620,slimemould
DDB_G0268544,ENSG00000196620,slimemould
DDB_G0268540,ENSG00000196620,slimemould
DDB_G0288655,ENSG00000197888,slimemould
DDB_G0268184,ENSG00000197888,slimemould
DDB_G0268544,ENSG00000197888,slimemould
DDB_G0268540,ENSG00000197888,slimemould
DDB_G0291029,ENSG00000198682,slimemould
DDB_G0274081,ENSG00000213366,slimemould
DDB_G0272632,ENSG00000213366,slimemould
DDB_G0280317,ENSG00000213366,slimemould
DDB_G0268138,ENSG00000213366,slimemould
DDB_G0274263,ENSG00000213366,slimemould
DDB_G0288655,ENSG00000213759,slimemould
DDB_G0268184,ENSG00000213759,slimemould
DDB_G0268544,ENSG00000213759,slimemould
DDB_G0268540,ENSG00000213759,slimemould
DDB_G0285905,ENSG00000214435,slimemould
DDB_G0285903,ENSG00000214435,slimemould
DDB_G0284401,ENSG00000214435,slimemould
DDB_G0286527,ENSG00000214435,slimemould
DDB_G0286413,ENSG00000214435,slimemould
DDB_G0288011,ENSG00000214435,slimemould
DDB_G0268948,ENSG00000214435,slimemould
DDB_G0268980,ENSG00000214435,slimemould
DDB_G0281053,ENSG00000214435,slimemould
DDB_G0281055,ENSG00000214435,slimemould
DDB_G0279561,ENSG00000215009,slimemould
DDB_G0277815,ENSG00000215009,slimemould
DDB_G0276337,ENSG00000215009,slimemould
DDB_G0276321,ENSG00000215009,slimemould
DDB_G0288655,ENSG00000241119,slimemould
DDB_G0268184,ENSG00000241119,slimemould
DDB_G0268544,ENSG00000241119,slimemould
DDB_G0268540,ENSG00000241119,slimemould
DDB_G0288655,ENSG00000241635,slimemould
DDB_G0268184,ENSG00000241635,slimemould
DDB_G0268544,ENSG00000241635,slimemould
DDB_G0268540,ENSG00000241635,slimemould
DDB_G0288655,ENSG00000242366,slimemould
DDB_G0268184,ENSG00000242366,slimemould
DDB_G0268544,ENSG00000242366,slimemould
DDB_G0268540,ENSG00000242366,slimemould
DDB_G0288655,ENSG00000242515,slimemould
DDB_G0268184,ENSG00000242515,slimemould
DDB_G0268544,ENSG00000242515,slimemould
DDB_G0268540,ENSG00000242515,slimemould
DDB_G0283575,ENSG00000243955,slimemould
DDB_G0274081,ENSG00000243955,slimemould
DDB_G0272632,ENSG00000243955,slimemould
DDB_G0280317,ENSG00000243955,slimemould
DDB_G0268138,ENSG00000243955,slimemould
DDB_G0274263,ENSG00000243955,slimemould
DDB_G0283575,ENSG00000244067,slimemould
DDB_G0274081,ENSG00000244067,slimemould
DDB_G0272632,ENSG00000244067,slimemould
DDB_G0280317,ENSG00000244067,slimemould
DDB_G0268138,ENSG00000244067,slimemould
DDB_G0274263,ENSG00000244067,slimemould
DDB_G0288655,ENSG00000244122,slimemould
DDB_G0268184,ENSG00000244122,slimemould
DDB_G0268544,ENSG00000244122,slimemould
DDB_G0268540,ENSG00000244122,slimemould
DDB_G0288655,ENSG00000244474,slimemould
DDB_G0268184,ENSG00000244474,slimemould
DDB_G0268544,ENSG00000244474,slimemould
DDB_G0268540,ENSG00000244474,slimemould
DDB_G0288655,ENSG00000271271,slimemould
DDB_G0268184,ENSG00000271271,slimemould
DDB_G0268544,ENSG00000271271,slimemould
DDB_G0268540,ENSG00000271271,slimemould
DDB_G0288655,ENSG00000288702,slimemould
DDB_G0268184,ENSG00000288702,slimemould
DDB_G0268544,ENSG00000288702,slimemould
DDB_G0268540,ENSG00000288702,slimemould
DDB_G0288655,ENSG00000288705,slimemould
DDB_G0268184,ENSG00000288705,slimemould
DDB_G0268544,ENSG00000288705,slimemould
DDB_G0268540,ENSG00000288705,slimemould
Gclc,ENSG00000001084,mouse
Ggct,ENSG00000006625,mouse
Mgst1,ENSG00000008394,mouse
Gclm,ENSG00000023909,mouse
Mat2b,ENSG00000038274,mouse
Gsto2,ENSG00000065621,mouse
Acsm2,ENSG00000066813,mouse
Gstp1,ENSG00000084207,mouse
Gstp2,ENSG00000084207,mouse
Mgst2,ENSG00000085871,mouse
Sult2b1,ENSG00000088002,mouse
Comt,ENSG00000093010,mouse
Ggt5,ENSG00000099998,mouse
Ggt1,ENSG00000100031,mouse
Gstz1,ENSG00000100577,mouse
Gss,ENSG00000100983,mouse
Gm4737,ENSG00000101444,mouse
Ahcy,ENSG00000101444,mouse
Bpnt2,ENSG00000104331,mouse
Sult2a5,ENSG00000105398,mouse
Sult2a6,ENSG00000105398,mouse
Sult2a2,ENSG00000105398,mouse
Sult2a8,ENSG00000105398,mouse
Sult2a3,ENSG00000105398,mouse
Sult2a7,ENSG00000105398,mouse
Sult2a4,ENSG00000105398,mouse
Sult2a1,ENSG00000105398,mouse
,ENSG00000109181,mouse
Sult1e1,ENSG00000109193,mouse
Ugdh,ENSG00000109814,mouse
Podxl2,ENSG00000114631,mouse
Abhd14b,ENSG00000114779,mouse
Slc35d1,ENSG00000116704,mouse
Mtr,ENSG00000116984,mouse
Akr1a1,ENSG00000117448,mouse
Mtrr,ENSG00000124275,mouse
Slc35b3,ENSG00000124786,mouse
Tpst2,ENSG00000128294,mouse
Chac1,ENSG00000128965,mouse
Sult4a1,ENSG00000130540,mouse
Ggt7,ENSG00000131067,mouse
Cndp2,ENSG00000133313,mouse
Gstt2,ENSG00000133433,mouse
Gstm2,ENSG00000134184,mouse
Gstm3,ENSG00000134184,mouse
Gstm1,ENSG00000134184,mouse
Gstm6,ENSG00000134184,mouse
,ENSG00000134201,mouse
Gstm5,ENSG00000134202,mouse
Ugt2a3,ENSG00000135220,mouse
,ENSG00000135226,mouse
Tpmt,ENSG00000137364,mouse
Sult6b1,ENSG00000138068,mouse
Papss1,ENSG00000138801,mouse
Esd,ENSG00000139684,mouse
Cyp1a2,ENSG00000140505,mouse
Mgst3,ENSG00000143198,mouse
Chac2,ENSG00000143942,mouse
Abhd10,ENSG00000144827,mouse
