Date: 2020.10.14
Anatomy ID	Anatomy Name	Start Stage ID	End Stage ID	
ZFA:0000947	dorsal fin proximal radial	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005362	dorsal fin proximal radial 1	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005363	dorsal fin proximal radial 2	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005380	dorsal fin proximal radial 3	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005381	dorsal fin proximal radial 4	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005382	dorsal fin proximal radial 5	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005383	dorsal fin proximal radial 6	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005384	dorsal fin proximal radial 7	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005385	dorsal fin proximal radial 8	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0001419	dorsal fin pterygiophore	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005364	dorsal fin pterygiophore 1	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005365	dorsal fin pterygiophore 2	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005366	dorsal fin pterygiophore 3	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005367	dorsal fin pterygiophore 4	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005368	dorsal fin pterygiophore 5	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005369	dorsal fin pterygiophore 6	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005370	dorsal fin pterygiophore 7	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005371	dorsal fin pterygiophore 8	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0001647	dorsal fin radial	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005817	dorsal fin retractor	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001124	dorsal fin skeleton	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0000501	dorsal funiculus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000197	dorsal habenular nucleus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000649	dorsal horn spinal cord	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001401	dorsal hyoid arch	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000196	dorsal hypohyal bone	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005457	dorsal hypohyal-urohyal joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005458	dorsal hypohyal-ventral hypohyal joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000347	dorsal hypothalamic zone	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000342	dorsal inclinator	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005822	dorsal interfilamental caudal muscle	ZDB-STAGE-010723-48	ZDB-STAGE-010723-39
ZFA:0005221	dorsal larval melanophore stripe	ZDB-STAGE-010723-32	ZDB-STAGE-010723-48
ZFA:0005112	dorsal lateral line	ZDB-STAGE-010723-26	ZDB-STAGE-010723-39
ZFA:0005113	dorsal lateral line neuromast	ZDB-STAGE-010723-26	ZDB-STAGE-010723-39
ZFA:0005025	dorsal longitudinal anastomotic vessel	ZDB-STAGE-010723-13	ZDB-STAGE-050211-1
ZFA:0005266	dorsal longitudinal fasciculus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005320	dorsal longitudinal lymphatic vessel	ZDB-STAGE-010723-8	ZDB-STAGE-010723-39
ZFA:0005031	dorsal longitudinal vein	ZDB-STAGE-010723-9	ZDB-STAGE-050211-1
ZFA:0005130	dorsal mesentery	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000502	dorsal motor nucleus trigeminal nerve	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000650	dorsal motor root of V	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000343	dorsal nucleus of ventral telencephalon	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000503	dorsal oblique branchial muscle	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000738	dorsal oblique extraocular muscle	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000651	dorsal pelvic arrector	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000199	dorsal periventricular hypothalamus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005582	dorsal proneural cluster	ZDB-STAGE-010723-23	ZDB-STAGE-010723-5
ZFA:0000345	dorsal rectus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000504	dorsal retractor	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000652	dorsal root	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000200	dorsal root ganglion	ZDB-STAGE-010723-10	ZDB-STAGE-010723-39
ZFA:0005663	dorsal spinal nerve	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000346	dorsal tegmental nucleus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000505	dorsal telencephalon	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000653	dorsal thalamus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001140	dorsal tooth row	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000201	dorsal transverse	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005918	dorsal-ventral polarized neuromast	ZDB-STAGE-010723-10	ZDB-STAGE-010723-39
ZFA:0005919	dorsal-ventral polarized posterior lateral line neuromast	ZDB-STAGE-010723-9	ZDB-STAGE-010723-39
ZFA:0000506	dorsal zone of dorsal telencephalon	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005674	dorsal zone olfactory bulb	ZDB-STAGE-010723-8	ZDB-STAGE-010723-39
ZFA:0007060	dorsolateral field	ZDB-STAGE-050211-1	ZDB-STAGE-010723-12
ZFA:0001695	dorsolateral motor nucleus of vagal nerve	ZDB-STAGE-010723-32	ZDB-STAGE-010723-39
ZFA:0001310	dorsolateral placode	ZDB-STAGE-010723-12	ZDB-STAGE-050211-1
ZFA:0001672	dorsolateral septum	ZDB-STAGE-010723-31	ZDB-STAGE-010723-39
ZFA:0005678	dorsolateral zone olfactory bulb	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000655	dorsomedial optic tract	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0007001	dorso-rostral cluster	ZDB-STAGE-010723-16	ZDB-STAGE-050211-1
ZFA:0001322	dorsoventral diencephalic tract	ZDB-STAGE-010723-10	ZDB-STAGE-050211-1
ZFA:0005171	duct	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009372	duct epithelial cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001437	ductus communicans	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009002	early embryonic cell	ZDB-STAGE-010723-4	ZDB-STAGE-010723-12
ZFA:0000016	ectoderm	ZDB-STAGE-010723-18	ZDB-STAGE-010723-37
ZFA:0009137	ectodermal cell	ZDB-STAGE-010723-18	ZDB-STAGE-050211-1
ZFA:0009385	ecto-epithelial cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005771	ectomesenchyme	ZDB-STAGE-020626-1	ZDB-STAGE-050211-1
ZFA:0000656	ectopterygoid	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005612	ectopterygoid-entopterygoid joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005611	ectopterygoid-quadrate joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000202	efferent branchial artery	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005018	efferent filamental artery	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005308	efferent glomerular arteriole	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0005019	efferent lamellar arteriole	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009239	efferent neuron	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009128	electrically active cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009190	electrically responsive cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009193	electrically signaling cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005773	embryonic blood vessel endothelial progenitor cell	ZDB-STAGE-010723-23	ZDB-STAGE-010723-30
ZFA:0007089	embryonic cell	ZDB-STAGE-010723-4	ZDB-STAGE-010723-26
ZFA:0001105	embryonic structure	ZDB-STAGE-010723-4	ZDB-STAGE-010723-37
ZFA:0005142	enameloid	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001317	endocardial cushion	ZDB-STAGE-010723-26	ZDB-STAGE-010723-8
ZFA:0005489	endocardial precursor	ZDB-STAGE-010723-5	ZDB-STAGE-010723-16
ZFA:0005072	endocardial ring	ZDB-STAGE-010723-31	ZDB-STAGE-010723-8
ZFA:0001320	endocardium	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001591	endochondral bone	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005620	endochondral element	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009096	endocrine cell	ZDB-STAGE-020626-1	ZDB-STAGE-010723-39
ZFA:0001260	endocrine pancreas	ZDB-STAGE-010723-9	ZDB-STAGE-010723-39
ZFA:0001158	endocrine system	ZDB-STAGE-020626-1	ZDB-STAGE-010723-39
ZFA:0000017	endoderm	ZDB-STAGE-010723-18	ZDB-STAGE-010723-8
ZFA:0009139	endodermal cell	ZDB-STAGE-010723-18	ZDB-STAGE-010723-8
ZFA:0009383	endo-epithelial cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005343	endohypothalamic tract	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005414	endolymph	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001705	endolymphatic duct	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005912	endolymphatic sac	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009232	endorphin secreting cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009065	endothelial cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009303	endothelial tip cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009231	enkephalin secreting cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005279	enteric circular muscle	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005278	enteric longitudinal muscle	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001324	enteric musculature	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001155	enteric nervous system	ZDB-STAGE-010723-9	ZDB-STAGE-010723-39
ZFA:0005775	enteric neuron	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009269	enterocyte	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009097	enteroendocrine cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000657	entopterygoid	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005614	entopterygoid-metapterygoid joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000349	epaxialis	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001084	epaxial myotome region	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000864	epaxial region somite 1	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000991	epaxial region somite 10	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000739	epaxial region somite 11	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000865	epaxial region somite 12	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0001001	epaxial region somite 13	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000741	epaxial region somite 14	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000866	epaxial region somite 15	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0001012	epaxial region somite 16	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000742	epaxial region somite 17	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000867	epaxial region somite 18	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0001023	epaxial region somite 19	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000743	epaxial region somite 2	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000868	epaxial region somite 20	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0001030	epaxial region somite 21	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000744	epaxial region somite 22	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000869	epaxial region somite 23	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0001040	epaxial region somite 24	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000745	epaxial region somite 25	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000870	epaxial region somite 26	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000718	epaxial region somite 27	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000746	epaxial region somite 28	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000872	epaxial region somite 29	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000729	epaxial region somite 3	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000747	epaxial region somite 30	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000873	epaxial region somite 4	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000740	epaxial region somite 5	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000748	epaxial region somite 6	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000874	epaxial region somite 7	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000751	epaxial region somite 8	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000749	epaxial region somite 9	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0009033	ependymal cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009294	ependymoglial cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000018	epiblast	ZDB-STAGE-010723-3	ZDB-STAGE-010723-12
ZFA:0001243	epibranchial 1 bone	ZDB-STAGE-010723-49	ZDB-STAGE-010723-39
ZFA:0001528	epibranchial 1 cartilage	ZDB-STAGE-050211-1	ZDB-STAGE-010723-48
ZFA:0001246	epibranchial 2 bone	ZDB-STAGE-010723-49	ZDB-STAGE-010723-39
ZFA:0001530	epibranchial 2 cartilage	ZDB-STAGE-050211-1	ZDB-STAGE-010723-48
ZFA:0001247	epibranchial 3 bone	ZDB-STAGE-010723-48	ZDB-STAGE-010723-39
ZFA:0001529	epibranchial 3 cartilage	ZDB-STAGE-050211-1	ZDB-STAGE-010723-47
ZFA:0001245	epibranchial 4 bone	ZDB-STAGE-010723-48	ZDB-STAGE-010723-39
ZFA:0001531	epibranchial 4 cartilage	ZDB-STAGE-050211-1	ZDB-STAGE-010723-47
ZFA:0001244	epibranchial 5	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000658	epibranchial bone	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001527	epibranchial cartilage	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0007061	epibranchial field	ZDB-STAGE-050211-1	ZDB-STAGE-010723-10
ZFA:0001555	epibranchial ganglion	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001294	epibranchial placode	ZDB-STAGE-010723-10	ZDB-STAGE-050211-1
ZFA:0001382	epibranchial uncinate process	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005057	epicardium	ZDB-STAGE-010723-8	ZDB-STAGE-010723-39
ZFA:0001180	epidermal basal stratum	ZDB-STAGE-010723-10	ZDB-STAGE-010723-39
ZFA:0009183	epidermal cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001181	epidermal intermediate stratum	ZDB-STAGE-010723-49	ZDB-STAGE-010723-39
ZFA:0001703	epidermal placode	ZDB-STAGE-010723-49	ZDB-STAGE-010723-52
ZFA:0007122	epidermal stem cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001179	epidermal superficial stratum	ZDB-STAGE-010723-10	ZDB-STAGE-010723-39
ZFA:0000105	epidermis	ZDB-STAGE-010723-10	ZDB-STAGE-010723-39
ZFA:0000627	epihyal	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005498	epihyal-branchiostegal ray joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005497	epihyal-ceratohyal joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009211	epinephrin secreting cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000507	epineural	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0001412	epiotic	ZDB-STAGE-010723-49	ZDB-STAGE-010723-39
ZFA:0005891	epiotic-parietal joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005889	epiotic-posttemporal joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001502	epiphyseal bar	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0007004	epiphyseal cluster	ZDB-STAGE-010723-30	ZDB-STAGE-050211-1
ZFA:0001292	epiphyseal stalk	ZDB-STAGE-010723-52	ZDB-STAGE-010723-39
ZFA:0000019	epiphysis	ZDB-STAGE-020626-1	ZDB-STAGE-010723-39
ZFA:0000350	epipleural	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0000509	epithalamus	ZDB-STAGE-020626-1	ZDB-STAGE-010723-39
ZFA:0009034	epithelial cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009400	epithelial cell of esophagus	ZDB-STAGE-010723-32	ZDB-STAGE-010723-39
ZFA:0009045	epithelial cell of pancreas	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001388	epithelial mesenchymal boundary	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001486	epithelium	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000660	epural	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005267	erector muscle	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005237	erythroblast	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009325	erythroid lineage cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009015	erythroid progenitor cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009263	erythrophore	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001499	esophageal epithelium	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005763	esophageal fat	ZDB-STAGE-010723-51	ZDB-STAGE-010723-39
ZFA:0000415	esophageal sphincter	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005785	esophageal striated muscle	ZDB-STAGE-010723-8	ZDB-STAGE-010723-39
ZFA:0000204	esophagus	ZDB-STAGE-010723-32	ZDB-STAGE-010723-39
ZFA:0009110	estradiol secreting cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001405	ethmoid cartilage	ZDB-STAGE-010723-9	ZDB-STAGE-010723-51
ZFA:0009153	eurydendroid cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000086	EVL	ZDB-STAGE-010723-17	ZDB-STAGE-010723-29
ZFA:0000661	exoccipital	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0001597	exoccipital posteroventral region	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0009092	exocrine cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001249	exocrine pancreas	ZDB-STAGE-010723-9	ZDB-STAGE-010723-39
ZFA:0000106	extension	ZDB-STAGE-020626-1	ZDB-STAGE-010723-35
ZFA:0000352	external cellular layer	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005823	external lateral dorsal muscle	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000205	external lateral ventral muscle	ZDB-STAGE-010723-48	ZDB-STAGE-010723-39
ZFA:0000510	external levatores	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000662	external pharyngoclavicularis	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000309	external yolk syncytial layer	ZDB-STAGE-010723-24	ZDB-STAGE-010723-32
ZFA:0005800	extracellular lipid lamellae	ZDB-STAGE-010723-49	ZDB-STAGE-010723-39
ZFA:0009162	extracellular matrix secreting cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009176	extraembryonic cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000020	extraembryonic structure	ZDB-STAGE-010723-4	ZDB-STAGE-010723-31
ZFA:0005170	extrahepatic duct	ZDB-STAGE-010723-8	ZDB-STAGE-010723-39
ZFA:0009152	extramedullary cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000511	extraocular musculature	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005346	extrapancreatic duct	ZDB-STAGE-010723-13	ZDB-STAGE-010723-39
ZFA:0000663	extrascapula	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000107	eye	ZDB-STAGE-010723-10	ZDB-STAGE-010723-39
ZFA:0009154	eye photoreceptor cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001291	facial ganglion	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000512	facial lobe	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005831	facial lymphatic network	ZDB-STAGE-010723-31	ZDB-STAGE-010723-39
ZFA:0005836	facial lymphatic sprout	ZDB-STAGE-010723-31	ZDB-STAGE-010723-26
ZFA:0005108	facial lymphatic vessel	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0000206	facial nerve motor nucleus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0001295	facial placode	ZDB-STAGE-010723-10	ZDB-STAGE-050211-1
ZFA:0000762	facio-acoustic neural crest	ZDB-STAGE-010723-5	ZDB-STAGE-010723-34
ZFA:0000353	fasciculus retroflexus	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009117	fast muscle cell	ZDB-STAGE-010723-5	ZDB-STAGE-010723-39
ZFA:0000513	fast muscle cell somite 1	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000750	fast muscle cell somite 10	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000876	fast muscle cell somite 11	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000773	fast muscle cell somite 12	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000752	fast muscle cell somite 13	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000877	fast muscle cell somite 14	ZDB-STAGE-010723-30	ZDB-STAGE-010723-26
ZFA:0000784	fast muscle cell somite 15	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000753	fast muscle cell somite 16	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000878	fast muscle cell somite 17	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000795	fast muscle cell somite 18	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000754	fast muscle cell somite 19	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000879	fast muscle cell somite 2	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000806	fast muscle cell somite 20	ZDB-STAGE-010723-16	ZDB-STAGE-010723-26
ZFA:0000755	fast muscle cell somite 21	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000880	fast muscle cell somite 22	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000817	fast muscle cell somite 23	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000756	fast muscle cell somite 24	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000881	fast muscle cell somite 25	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000827	fast muscle cell somite 26	ZDB-STAGE-010723-34	ZDB-STAGE-010723-26
ZFA:0000757	fast muscle cell somite 27	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000883	fast muscle cell somite 28	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000838	fast muscle cell somite 29	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000758	fast muscle cell somite 3	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000884	fast muscle cell somite 30	ZDB-STAGE-010723-10	ZDB-STAGE-010723-26
ZFA:0000849	fast muscle cell somite 4	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000759	fast muscle cell somite 5	ZDB-STAGE-010723-5	ZDB-STAGE-010723-26
ZFA:0000885	fast muscle cell somite 6	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000860	fast muscle cell somite 7	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000760	fast muscle cell somite 8	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0000886	fast muscle cell somite 9	ZDB-STAGE-020626-1	ZDB-STAGE-010723-26
ZFA:0009369	fast muscle myoblast	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009082	fat cell	ZDB-STAGE-010723-47	ZDB-STAGE-010723-39
ZFA:0000303	female organism	ZDB-STAGE-010723-4	ZDB-STAGE-010723-39
ZFA:0005260	fenestrated blood vessel endothelium	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0009286	fenestrated cell	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005772	fertilized egg	ZDB-STAGE-010723-4	ZDB-STAGE-010723-4
ZFA:0009026	fibroblast	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
ZFA:0005156	fibrous joint	ZDB-STAGE-050211-1	ZDB-STAGE-010723-39
